authority,amount,balance,pool,poolShare,dailyRewardsRate,farmer
8moR64R3ECcMTp8UyhCAAzqBtZMY5BG5LbM4Gz6j4bcH,300.052732,20669.237244678,Token BUSD,0.0489882005,43750,BGessT8kqHh27545yaB9vCNCrcyHNESePeWd2gd1DVgK
AyV17ueTTpGDLg8d69qQDU5FNZ8ereUjEFpERxQDcFB9,299.911766,20191.472314648,Token MAiP,0.0489651871,43750,49p41x5i8S6RcLeB7KYRFdu7G34PggRYmttVDFVvL5pG
B6YFNPLy97TUTBsVuDmv5UbaHktdAhLPBbVfmsk4RVmS,299.808026,45691.418136,Token PaiY,0.0489482496,43750,56LDGV5YGBoB2vGf7meHw6KKMW2JP2DCFYHe6pJRDv4W
CciC9BVqDC6RCPSkoiPyd4a1rDC8Lt8o1TNpynd4MRwg,299.750822,109660.215855,Token 2poo,0.0122347274,175000,CbfUv7ueBF6MAkmLrggCmSudSHybXB9L5HmV1tFwgT1S
D3vLEYak7Csf8w5BgWtiAsE5guGPQR3dTuYUb2nNiWZx,299.71445,45677.156815,Token PaiY,0.0489329717,43750,5Z5zhC6EB1d6bZhex2dFD93N75gAaMzLP67NPPpNnSZp
H5JhfSosrpNfdx3PEu8YdhmYjMwZoVb3ahnPwQgvehgk,299.53231,4050.293076,Token SRMK,0.0489032351,43750,HdxrYSawk33FnEP6v7fDC3rQNPxoGFUqVJW2sk5DytTX
BTkpgwY4tUoyFn4vNfFH6kPjhAG91mFudixsV9cfF3JP,299.288682,1.38400625,Token SLPb,0.0162878195,131250,7RgBf3qATJ1hRDJ2WByAx9AbYE7AHGwmUiibsmRckseH
EpKfytr9T56gi8xQZNAbHJoUvcoSQjAGJhJgwSz5PjRd,298.953186,252.169025625,Token PSop,0.0488086843,43750,3FXYcypkeHRBZogW4Yc4vyEmSZyKcy57MZUkDSFCMwPM
BMSTukA9vm2ohgiX58SPutotkNs8C7Kmcztk2zNvSRJ8,298.870278,0.61972095,Token pBTC,0.0487951469,43750,4TCykF7owSozzgFqvwXRCbXAvsgAmAyLGMgkHocrinbY
5KCC6yENV9xMBTZ3mcTF1raihH1WHfLtcHVvqJ1U63LP,298.480938,946.412914463,Token SoLE,0.0243657910,87500,7HAEwXZrdPmnwGkg63zPUPArKFwvBqhGLNzT4GEog9fL
6zXDJ71DETbxyqP5dnyVxZqrFGepzQkrWYJ5gVe35Tu3,298.226908,1324.477438327,Token FTXd,0.0486901077,43750,FU63rL6WsGYSfcN4HBLPu7huJPuuXuDQw8VQWwtMki1S
ACJpXz7mPB6dbiF4Ybrt67URRHNtkAhjAGmpmY4VFtoH,297.955952,0.61782506,Token pBTC,0.0486458696,43750,Hm6meFs6C4AYLNHNjYjpv44Qohus6EvF9S55c7rD2bQ6
G1rRCMPNLV7hNoxrqL9P13XvAWyuuj81m39QqDGQpbat,297.938802,20523.618548632,Token BUSD,0.0486430693,43750,8ZPyenhVB9Ju8Kj4RpwHK1WrYK9X98ttXUqKsr2Stm7t
DkEsA5mwBzc2ZgicMN6jnkPoDegUnF1Jr4wjsR9U7RFy,297.931228,37242.457370249,Token UST3,0.0097283668,218750,HZc53mVKbbQvhz2vmdd6pdRMUcX2X8V8nR1gcXWyLo4t
do5Z4NsA8QmayHgYWZLJbnewKu56TkFbwf4pTBjGanC,297.913322,329.573050505,Token stSj,0.0486389094,43750,ApmC2hbrmtH4PfEK2WiZKqtBnmJFPzcraFb8CA1iLuAL
EGx6qYZYV4NxQvG35Hd5iTYUraDrnxR96zH27KK8PcB,297.76887,251.170042278,Token PSop,0.0486153257,43750,4XYTyz3HwD2Fu4GweEnryYsNWq83YzWTseZtSrz6h71D
HBLoMq6e4sv1WFVkdR58zKGkUZBjpKdbMSf7Xi2qDGQa,297.547264,108854.069244,Token 2poo,0.0121447861,175000,G6RNLxYPvNAFwPJG1LXXJAHZKvPYGoWSs6VivRWynTxw
AFxMga5RAJJfxBy4GiPMNNNKXYaifUr7h8wSGsm3TUJB,297.380104,37173.564347136,Token UST3,0.0097103707,218750,HNGkAcfuWdCSS4dBWWZzD9hwHVVH3gVswBgWvseazsc5
D7vVrDQt4NzMTXNKUWGduftY8LwuBDih5HMtqvxJzLn8,297.253558,37157.74566913,Token UST3,0.0097062386,218750,GKeYBFepmb9sQPbf8pFPGnt63c8gLMxw24NiefA6PaTB
BgpYEYZMH4M3YKUMbkoeuePpPKrNw7KA1LfETximinix,297.158806,20006.129529545,Token MAiP,0.0485157229,43750,8e1TgraawAZ6qqh9cJbUaWduohfzuachsfMWNTMSD8zt
4333GpsHU1BoUgEprh1wsp5PXRHAbQPKdAF3pXocPA3A,297.07006,20000.154838459,Token MAiP,0.0485012340,43750,ETRTaEcCn1Y2KwN5sgGM3KkDWVgyUdTA8gjAdSYrNeBV
5S8yazavHwvidsHbh411jrjoaJAkoyKV4NGYRQfStEDS,297.067764,20000,Token MAiP,0.0485008585,43750,9U9GSAEb8qv4iwCnGhww1vjbTocYmV6hj4ySvbKKmPBD
3X6i1w4AHGeNZVRvrgbLCC8nMgABZ7ZwFjYE7WxaRhap,296.82429,19983.608727104,Token MAiP,0.0484611090,43750,CxraXE4GTQZN1gY2e2ffetwc1LJRCdL2YJNbiCoSQ7ya
7RYjajgMHLodHpnpuxKhQ9vL4kD9eo2jKLJq4gbeHeAr,296.562266,19965.967984908,Token MAiP,0.0484183294,43750,BuRTLXxyZSLkcbz9YVStm9eeVwXstrrJBBJtXK4yUzVo
GET3djLfaBGq89ej72QJGXimdqPi9zMkDdsk2RqdM8Gz,296.55479,328.070152613,Token stSj,0.0484171094,43750,7Km4WC2y2m4hzihnxPSy7PaSHo1YaNTFHkkAoNTkAxAQ
59g9cV4jKUpoj6GYkagw35ZgvZMjL9ap5oYjve4pesCz,296.38175,250,Token PSop,0.0483888576,43750,GNoevVoV8HWePKjh2MExXEdcuy5Ta6BnLnrTXjGSRn8N
Gdmd35J21FTBZqgeqy4HWcqwD74AsgmdyQyqUmpom8QX,296.159262,19938.835686265,Token MAiP,0.0483525325,43750,pnygqCaotaiTzuy2gBQQbF8VwC1cse5YpjugpzZY6E8
3V1CeoiLdbZ2ohRw9Axu5ePxVbAThg81A9vHuBor5KFE,296.141832,19937.662004841,Token MAiP,0.0483496862,43750,5GGdT7zZ4TqZs5U6z7szkwfHS6pqM9ZFazSbS5iMDN6W
CwcYQroUijUiQjGKjoEUcxsxetvkC6AnA1Uhf9TgsV1G,295.830402,19916.694933156,Token MAiP,0.0482988402,43750,841DWyFsoePqcHd6fyycBUAzoQuefVMBsh4BLKwPuJAy
2MEhaX49c6MnYtwD7qdHSZtDoZYZRWRxMPXFYonvaqjv,295.75861,108199.71457,Token 2poo,0.0120717801,175000,ENh25nFen1YZM6aFq3qn5K9NexiVkN2VTugyrhM532zC
GQYGMmF7fj6yJ6XhG5fFSYoZ9aXcLfEFNBMvuaHuzE4H,295.510082,19895.130107147,Token MAiP,0.0482465445,43750,DHiduPgLbrKHrKg3SKhBaAdvHDUfoPkkiTHumLLrmw7K
N3esvY21A56a7NMYRk6VRqZKP1viXXSXcqgBYSGxF5K,295.502088,19894.591970145,Token MAiP,0.0482452395,43750,8AaNKcW5x98PDL5e3LNN314SzUzbyZeyFenA8ghEJMB6
G9vGB4PAZHshezAp2gAwX9TYeMk6Yw8ymq7gPPar56UN,295.405726,18955.361675461,Token Daim,0.0482295054,43750,792SXwHdRno1ZB8uu5QRXYQgh9zMg2o8x9kwnAGrrktc
AQJiBZ26T3hsvj6C1XZ629fDLwpuZNHQcDWAvT37ycyx,295.37151,28729.55406538,Token HUSD,0.0482239206,43750,Dw58cEqu8NXcVT47XipNtqb9LGGRCANTAS4MUQBPCuui
HML677nDHCcy2HZt9nw8gehC9BViNKRMEc4qTdwCzEYT,295.239406,19876.906643171,Token MAiP,0.0482023519,43750,8Qo33yCjy7a7Z5vTzjWAmebR68TmCYPzR7XGPkvN4849
4tA8LyYcWSLKzsUZAgdCiBtJswKU8s3UvzLQ8PvGb3Zt,295.135344,0.371605807,Token BREN,0.0481853631,43750,7NUdPT2HFLQrCzRWLUiFv1xvkX4zAfdf1LKM5LmG2UD
96jnXMyDPoo8BjpwNbLijCY15D8pvB3pxjqU5cVuzhqu,294.969024,19858.703196123,Token MAiP,0.0481582077,43750,Hp3geziiTSjZ1pQoZtEbjecZyLhLkxFYMFFaDRDThACr
HzNgXAykH37wPqrwaDuSYVUt62z6e27pZ7zd5a6BNJq5,294.895832,107884.077709,Token 2poo,0.0120365647,175000,D3Bhy8wbeQaJPCK8yaagb8AxzrwrNKX9GJjmFw8Hdd3k
Ba4whg3vE74qXVGv8mJbeirZSPDqmnnaT2CSU85NetKP,294.850682,36857.378415659,Token UST3,0.0096277776,218750,9mQJgYH48tLVY1PNi1AvUjjNRP6jcXGeBhcuLkR5gNYj
BouPH7Ls8adKMsFT2byWyzLB5vMZEXyXvJ5tBPSurnFh,294.788634,107844.860506,Token 2poo,0.0120321893,175000,4WSCUcQEYsN62eG48U6cEjsi8CSmCf2PEnGcuzykSd8T
9oZfdosnknyDrPXhtBNCX5EheeRTZMfNTfAxcUB9SoKp,294.582778,677.548515222,Token LUNk,0.0480951476,43750,42ouqxboSKdpp3fY3cZJPiP5TWye59WemhEqVHTgqTTV
DVAcCBa4wkVkwUjJ4PvcHCDNAoEpmX3pKuK8cYL7poDW,294.527646,19828.987920384,Token MAiP,0.0480861469,43750,46ndTKpVxZAvkNgCUJgPJevJUWpnQQ5iHMqcYERtS9P2
8FraAZFDMMTBA4hhi3TPCVo5GDpnw5VZnsvNsJme6LBE,294.318752,248.259842402,Token PSop,0.0480520407,43750,Gc3xmJ8bJSAsJxmdb9bQoJTFXXxXDfwM46P9CkPfbCSA
6GHhbJNi3idzhyh9MRRaHax71kcSySpdpWfFTthzGiV3,294.207284,14117,Token uSdK,0.0480338415,43750,43UqX2jcneAbGPAAzmdX5w9AvUS2D8CAaiorbQvX7UFg
Fq5NbQZoSu7PJivHZv6akV4BCzskMTKzAq2fkCywEUYb,294.186088,19805.992651381,Token MAiP,0.0480303824,43750,E2BwmQAh6eKjjSoi8UEJAbjVF9uVFu667MGTKB4yatjT
BBY4Y8VVkwFvtw5xpzJdf6iK8acm4rsdx5bBKLHWETD8,294.054684,1.35980259,Token SLPb,0.0160029762,131250,E1aB7kQrGS9cBN3bimdH8T1LFaPTYD9aomCty2Z1QaZH
22qv6WC9KxJAZZoGLudnS2FnnGZsnMnoX7mxnCyk1dgP,294.019376,44809.213557,Token PaiY,0.0480031625,43750,9cVYrruJXQuTBdeX36HbRWWfTxNLkH41qaEnrMnjZv4G
9wuZPj93cPGxsyZEmWBPJvRGWSpHPM3jPmQZEaejJsC1,293.581036,428.774927291,Token PrsV,0.0479315969,43750,2Y4gbP6Ggxy1pdTmw3jxBHejLyTdTgZ2xzk8rLhMsitT
EP9FQ8pe6wTDf3fgr4g3ujHdFyTqgxZrKeHHy2dedQat,293.194076,107261.512147,Token 2poo,0.0119671054,175000,BFfX6pDWnaCQ2gfk8Lqi4PyWkJrkswWJkDHrcRoUQvds
DahjxA6CZmR5SKZwV7LAsUVj3cYzHDuzz41a5YrkWYnB,293.102866,674.144665324,Token LUNk,0.0478535285,43750,EzhWL3a9kWUZFfrE3HESjVvfGw7FMMcLfnuiedguBytC
F4FXnQAz17AEDWCfNX4cHmPpFXvMp497RexReyrwUeyJ,293.049708,107208.694165,Token 2poo,0.0119612126,175000,8QzqSRTgmQC5tVKGdFa3NgzHY148tFi7kPLCUvPjjequ
Gdnkh9KkKc3jB8W87mpwxHjAP9BE6PoPGJ8SxA9HSHqm,292.70346,107082.023217,Token 2poo,0.0119470799,175000,3UuYFMfF4UpFxnbwyjvzzuMCUKFhG3Z7PD5WVU77GvvT
CShd4LykbdHRVzp9XmjqBMY4tsmx8Bq7PK3WWVAUA4EN,292.485018,18767.948121201,Token Daim,0.0477526555,43750,5gQqDkuhijytDAoNBbbAjEb2QMaef4SRGkxDB19GewQ1
GChwBrA5u4TJ83cpiAfCLRtVW115aCRJsWG3xooyj5kC,292.265442,19676.685285921,Token MAiP,0.0477168065,43750,8eHMtAq2kVLRQqPj8JEVFtnZfwg2vnLsFHyXnvFT1hyz
HakXve2UXJ5a1h9CmEAdqeMgRLvTyLeBnEURRPKyd9Q8,291.370114,1294.025241891,Token FTXd,0.0475706317,43750,CHZw8124nbU73F5fg9oHFSaVe1eh9BDC56B4wbCUav5k
93xb2RjEMUuUnJEcwKY8sswNjS1QsyhBCAFHyScSEh9y,291.319518,106575.7243,Token 2poo,0.0118905925,175000,CfWqunbeB1dx9sFGho9PYMyeGvRQE3XeLzZbdeGdJWVC
4HHHgjjfdWMNpUqteTfdTVHCs9FZur9vnJRSLqQ7BPQm,291.164986,106519.193736,Token 2poo,0.0118842854,175000,GWgWMaD8LNvTjLHucXnDRkyboZyFGntv5kSrmwjqeHSa
G1mM85ha8KKFps88bvTtYS5N2xMwM7PhFHpUqwaFLash,290.819956,36353.523323601,Token UST3,0.0094961620,218750,4DFbSsoSRTipKJK5i57Y1ZApG8DeGbFStJ55hgYUjPTK
77orf763zhoAHFHdPBzL4NLd4pzEvRLTRwg77a9tmXiU,290.72519,668.675955929,Token LUNk,0.0474653373,43750,G21aYhJ4Gba7QNJaRvnhotsVSJsjrJkNntcekP682s8g
BR1Bps929qAY5hmVBj6rsddsG74s8AEBY1anK8Y8VcRf,290.651984,36332.525638162,Token UST3,0.0094906770,218750,6rrt8Le577h7tds2YSLq8X3YJP5oF5SzSKZcKCvKRckB
FsEszUJkw2YWNE1MXndWwhx1ta6RBusTJcHEx9WDawvs,290.573696,19562.789246888,Token MAiP,0.0474406037,43750,EMmQMyE1ctf4v58MzZpwJGfvDAuXjU63PHjABkstbb3R
Dxiv3oMP8Q7Lr3w4XvBbxNFgGVB1mEvLEUq5hyVEyhbm,290.52506,321.39962247,Token stSj,0.0474326620,43750,H4eh4nzJaLS1uauRv5NLEWgnt32VSnnqrop2oXSxjyMw
Dp8PX8qB2nCoddUmDPBSUx6JVDASuvDCRiL8SeWCscTU,290.491572,245.031597362,Token PSop,0.0474271963,43750,ANDnbqpzpWkwEjfxgWhZoGXmLiRgbctiZzTVaxVgDo7a
93h2mKN8cnkDvYHYUobmXxhVpts6fGLCCmCsbvoNkejx,290.430616,106250.52941,Token 2poo,0.0118543107,175000,25y2kr8g9Eqjhr9t5GdPsgSFpa6Yr1y433T4wndjXuhj
3HoMJfkfeMV3fonSe7BnPGmh5eMi1cZ12FCweqJk2Ld5,290.184636,13923.980954046,Token uSdK,0.0473770839,43750,Ftt4QCYLca5GDp821g1oxAzq8Y1GeNC6cL937ncP4Mzv
5V57qdoS4A2JmANqezVyeJnJFJQ45S75D74NqxXkB1NT,290.08805,919.801012511,Token SoLE,0.0236806566,87500,2j8phjiX92ZnQvRAyjJZShwqzosCBCn4tYLw4CJj9ubr
4Fo5QjEyBewrDoGVPhVVCBU1SHKV3FDmvK7Sw1G7339R,290.019226,74096.779708,Token APUV,0.0473500779,43750,GGFApTKLhMn1bNWrQVBephswaDP5fWvAj4YPA6YKHC1G
6EGJ7WEfaqQCbBfL8v8vEPJ44KhgLaPihXAefgyK1vUS,289.74379,19959.102552184,Token BUSD,0.0473051088,43750,tccSiAj4JhLKzMHc9yhMB2is54pREu7VpiaPRNwnb81
7wztUqhi7pVtzccdaUHnC4G8qxREsvgvDCtqBrgutJq4,289.727788,19958,Token BUSD,0.0473024957,43750,7VuvjcMjxonorjy7Wkggo2wgNLPb9WFecR1YzLcBcqVW
FQmKoqBCxscfh2HNdqGHwvqeQ9uDFSdJGumndxh8C8Ta,289.71327,19957.000000007,Token BUSD,0.0473001256,43750,94PHNRgjaXgCzv2sRNafmNFXqodPBDcJgzAEVX5ZSNg8
8o9KMkb1y4K5fu24M7wFd25t2tYDFDbEMVWUtRSdMDkK,289.655198,19953,Token BUSD,0.0472906452,43750,7BLBrJhRfzNnuhteJayeRaa6FU15GRG2PpGCVYghak17
3KMpdovEamDYQRLSH3QBUQsueA9C7bjUH6xvkbhNs7Lk,289.607556,105949.42479,Token 2poo,0.0118207166,175000,Ey5L8p3Y6uT7AwrqhBWPD9WUZN872Zhmczhfvy77tKq2
GgdTxURszmp2WopCVprSdtLYQGGrhbxChJKbt8mUEGFo,289.426984,36179.396654411,Token UST3,0.0094506771,218750,7MvFeS8uD7AoUDKp4HzEARTd1wnVxZ8irB6SPoeG5hR9
Cs3ASG1wcRGPgc6RPtThy1RQRXTyTAsGpgbbMH81iWZv,289.36425,3912.8,Token SRMK,0.0472431438,43750,Hnjn8Aex7o7Q31BtNzcDC2vA6SvHm7d9673EKDexUgka
7G9884BUjaus9bve5ZgQUshQQKdTf6czurCyug3noVFd,289.340016,665.49,Token LUNk,0.0472391852,43750,F3NYJLz9y5rqmhB2SbnnTru7e8oSgmC4SkFkBDXS8uuC
FD7BoSEEmA5YZBzq7woRNMi49nuWY5KJ6CM4sW2jjSgX,289.330398,19479.084765891,Token MAiP,0.0472376167,43750,Fe9yG72SGxt2hZJk9o45rn3L6GRyPkyh8WZhRYmqcLcw
BxG2WtvgwMiHt8xMpWgwDtRYDt6v6BkXNubzp7puahpC,289.268392,36159.572438574,Token UST3,0.0094454987,218750,5oanNWdh4pf4S94ZC9fkKYaFop3XPPmqSFJgNt8tzHVS
GiVPuYFBMMQXNTvRHAPsiyaxjtPWH11o8VkFoLChcPEi,289.254322,105820.197667,Token 2poo,0.0118062988,175000,2r8Bez5hqF9aZ9HhvMiR4nUUw1qVMe9QDqVVRBhkJMt5
58D1b2fGGVGYkdnEF1vbw4R9Mm6f4z44a3LzVQvXKtSx,288.631938,319.305317838,Token stSj,0.0471235812,43750,FhmVZkeZmXoBHhcALqfwQvTQQr2eez7xmxYS7rNC2ahZ
Cehj1vYnb2npmwXL7zLmCmVuTfKuCqFTaaoHfg6uGRTv,288.415904,1.33372706,Token SLPb,0.0156961037,131250,HGHFYvR3v6t12nFeQhnZoJA9anUszkrS43EVgt2ndKfG
3wGCME6UqU2rzXSsTYrF1DZcYPHJsRK9Fbn2VQWDxSY6,287.654416,105234.891222,Token 2poo,0.0117409965,175000,B6akVPQGF5CmrkFhtwbDZm7LMQnHevBxCjhQXQCiSbyX
iQmKhz5dtoH6ZLkvDMk9hxumctffU61zD6j78vizgAA,287.574336,0.59629831,Token pBTC,0.0469509117,43750,4ggtpDdRG9k5oGdHh5RCgznjLV4hDsid2QcqJBMM3fKi
8spWaHGeewsDoZnL6rWFDQWfmF8ymufJJkrURHtXpwbR,287.262696,13783.77659,Token uSdK,0.0469000311,43750,DVLzRUTLzxcSBEWSb9CuCAio6Fa9BmoVwYkvVNe5diY1
8recEk7DvkfbMp6DchHirr24nT5cSNZnsawcnB1R7Lh2,286.792128,19308.196310352,Token MAiP,0.0468232049,43750,Bm6vWShCdXWHBdeKMBoJqgvo7QdRST9xpXAU17E4ZwED
EDQuJUqHruM6yfKbUrJaBVdkioHZi1cUYy6fjj8PESws,286.696984,35838.136637221,Token UST3,0.0093615342,218750,8XWpUdisujt9xCAtZJU1twyPqvPimmy2aX4CxhfLGQqJ
pN3CWhj7tcpiN89fDjQNTfJZfK6XNXqGpX5HWeyuWH2,286.37392,35797.751685512,Token UST3,0.0093509849,218750,9NAZ6oTZVBpPVXEVwpnFBSVwf8YgRTJemmxarJoGfvrD
8NiAfjXb6RX8xGQNpTEmEqrvFD3MD1FDKL34X2zjNZ4Y,286.362944,35796.379819316,Token UST3,0.0093506266,218750,2FTNdy91phAy2twxsYuYGcX2aSvTgso3jWXH4qewMpyw
6z3i4yPMSGrF5aTy5cUSJgcb1JrWeHfpXQka3AVxRPtB,286.120968,19263.010282782,Token MAiP,0.0467136268,43750,FDTkGW7kEZS4HvZW2xdfBhn8jRe7B4XxUkHTCsk6MZPY
6P22G5v6mjx8EjMshseU1wGc8iar3Cs11SAxGHnDv8Rb,286.03379,906.945915218,Token SoLE,0.0233496968,87500,BxsE9BVoQWVnNUDai5rcKudD6ugF2YAzfMkNRnCtWvbz
78t7PYtuUNeLsMYeXdVcuZu3tjbrPJumA2LTNgKHw11q,286.021764,35753.731171394,Token UST3,0.0093394860,218750,Ad7mdBRp6i8wj6hynTZK9tArsWA14meUfDDqf7AVaFhY
5q74UH3UpU5vNqmQsvLWaCuXPGyPpHcUBi8GZoW1xFrd,285.565532,19225.615599166,Token MAiP,0.0466229431,43750,512pvFvzuRu1aHweXnoRC9NcNrcrvJaQBQcmjoDieT9B
4Azdpb4o4fSNvrjdtNTAdhaYjo3qQmGEjgoPGmyzhGKT,285.549698,72494.844407,Token PLYJ,0.0466203584,43750,4dYGpMzx2DSHpq7QXbdNvCTyW3UbKuqp5TaaBgFVBNPg
Au6FmRzqd8ajaQa9JRRDvKW7t7tqZXyuz81FtHan9DF7,285.507432,104449.443662,Token 2poo,0.0116533646,175000,5NbbHALRcXUSzEFfoXkRVXzez9aBqAKVihbkzdBNP3UH
GA9gEBYkeXnugDxrqm5zWL2zo9tq9YGr1iw2kVjkPVqn,285.480342,315.818802777,Token stSj,0.0466090359,43750,GR6i6MLf9aQyjTNVu56CLwAuDoTfC4tnb9sTb6bfqZMk
7ZjE1tLhQooFijbQSG9EaTfkzjnTXD5pd9AoeCtQHbSK,285.43424,35680.289258967,Token UST3,0.0093203017,218750,87RWcUkGAAwLstBeTeZrXcvMhvSicvYh3BhJKkvq4Lut
6iyG6chmG9Y2LGakaunW5kvnwt7kzNYm4bQVEi25Y7mt,284.925998,240.336994007,Token PSop,0.0465185304,43750,Gzpye7W2dfq5ruEuaiasC2jq4DJHHcR1NBFY2ZfxpuG6
CDDomQ6ASB2cGD5d8thyB9fh8s73UU7Zh4i5FpWo4Hnh,284.656204,35583.03246884,Token UST3,0.0092948966,218750,J2qE2FVj9ekGyP8sLawKenywnxoD46gF7xFyw9Mw4nm4
GHkKXDgkz47JAPSHgdfKkgfU7RMAWA4wcrb2UuLh78fD,284.458664,19151.096748011,Token MAiP,0.0464422317,43750,Er2YuReqRPkX2HG84QZbSFnH3SNeoaYxAQ66AnGtKNZd
DRV72hxdNTBXp8moj1WtKgVXNLFBekY5YmZxgEWqLTtf,284.393718,35550.220082629,Token UST3,0.0092863255,218750,Fq9eJbQcLBJYhwyQXvqY3cXFz3wRArrirvimL8VZLuNf
DEMmU61M8V8CuPmgfZSbaJCLnCngxDMReLwgJT1gW51R,284.236302,35530.542677168,Token UST3,0.0092811854,218750,HxLUXQV7M2MvFqC7hkFLecrtcLRJ81RQ9BKXpJHKM22d
Cn3aFqDkk3huHoDsbLhrHfjvPN9Vnwrobqzf7S9rCkxm,284.162284,35521.28928665,Token UST3,0.0092787682,218750,5H5w4F9uRQ13h5rjvp6Aomzvhe1P8648BFwzDZzzCovN
5cJhrtLT7bcX33u4PH5V3ZxFcB8u3oF55BYmLXs8GCqt,284.097478,103933.62817,Token 2poo,0.0115958153,175000,B7kFaqWqRJnvsVJNGnzxmkNfs77tLW1TbWdYn9XfTMaG
CA1Ce5fRPHRjrq7jZkDjwqA8ffiZQSW9wvrsnF9EhgxB,284.044922,103914.402828,Token 2poo,0.0115936704,175000,BvzX83y9j8yCngHoJnX2XMhVhFaob1CZvXcyw3UMkM1N
CwdUkn8Ewvrc8cYUyKai65FZY956gfG2GEC8cQmzxie6,282.97626,35373.032684987,Token UST3,0.0092400411,218750,5JViAEjJ8MdbJq9KUzJ7iZGzxsNfx6SDa4hCsZh4nfgH
4q9N91BpXuU1LHqF2eouCuutUDAJfbfM5vvsGrSz8KAU,282.697254,13564.712350797,Token uSdK,0.0461546534,43750,6G9qGcneA1cEcSou6yvTajwmRn6KCjf2NZZrCMhatMJL
25dTst5hwgi5sb6dyNsJQY8uEgTQHCvnCnTrbBpo1gSb,282.665446,896.26569851,Token SoLE,0.0230747302,87500,5AD2YmX4838QiF1x8u6SJa62kEMbbnT5yGWApv9K6nKk
CUqDdUaJ41S5iW3RgezwTeV4mttNopsZPLwTc5w933QP,282.594718,19025.606331538,Token MAiP,0.0461379121,43750,BqasWCgrjogbSGE71YrvxAcRJSLhdqdgxz4k31uyMpRs
3Qe69yTEQPEUiF6ZRG2kwj5fzV9xS3dS1cWpGouhdcYm,282.332288,35292.533894049,Token UST3,0.0092190134,218750,ATcakiYHy2gShJQuJpb7kzUJKD1XgonuStHs79WVR7gf
CH97TrTQ7z3jQM1iJe3BccqJbP2YrgDPaCazgpykwSAo,281.895446,0.58452289,Token pBTC,0.0460237471,43750,SH9pTZzgktpncFmmzEAmmTdSG6RFWDgL7t9AoaqxEKM
DM2T6T2Nn1DjCTyp2fpgT7SJnskRymr3mEyRaPSR6Gkk,281.461628,1.30156828,Token SLPb,0.0153176398,131250,AtMDaGkLeeBURX4cnNBBAcoC6MpsjiZcpiGw6KjXgZhR
6qZxvcXHaFQ8m2Ypm6WmqcPs35cuLaFNjpzjK9pBJs7C,281.193542,102871.258007,Token 2poo,0.0114772873,175000,35yJpGLQA9NNUJMe3Ctsdhw8cw8kS4fteTNQUR4EVMeP
6rrW11twPyHEd5QGnomk3GxrDNVPfNNfTUEUA9uvzbV7,280.772002,1246.957178342,Token FTXd,0.0458403273,43750,EWTkYQw5HF7GnsQgKorm8wWLW5snejKSwzsu5w1F4AoT
BreKuQ8eMaxCFoJbTdETHW6HXcYo9LYE6td7JMhDaScw,280.648536,35082.059944017,Token UST3,0.0091640340,218750,3ZMTrRsevhRwzoaLEk2W4ZjzgcaxU9Xw1YrsQmqKcpLL
HRZ252jNKrapU6RHhYBXvpSzgJpG8NgL6RqqwuasknGN,280.444458,18880.840814212,Token MAiP,0.0457868495,43750,Em1hJGbHYTFJyoPpiBShXn4VoWfVVFrHkC33B8gp61Zp
HUuf5L9NQZYJj4mC64K9YQmaWUaefcohRfaaTG9SYqdW,280.335804,409.43027233,Token PrsV,0.0457691099,43750,B5biKGgbs4LKeVHgUt7Hde72X8TDBAY76MwVSysLhL2n
5MsWXuvQ4DTVe2jhcbEqwJGhrESmPqGZU78YPDhFMDgR,279.74527,34969.148422416,Token UST3,0.0091345396,218750,41Asuh7pjVM7GFQigH7MR9JKLakBcqfH8WH1MtcguVCH
5pr5nz7at637FFFxGCbLYzUvoqX8dLFiQFNqpdwLQp5L,279.576136,102279.54893,Token 2poo,0.0114112706,175000,47qRYWwwDmzACHiBJ5vG9KpGE85uUwWoUfHzoTJLP68D
ACZS7kXCLN6s5YD1tYNHweDMCbWygFmU5afWzYpLcY3Z,279.16455,34896.555181383,Token UST3,0.0091155770,218750,3SSLUftAF2VWFTDjvczchAqXZmDP6PxCf4XhQ9WV17cW
RuPxjUM9DUVxXwZ98Sg4PaM9GLqHuPnteUJ7jXoUtKZ,279.069308,0.426565664,Token HBTC,0.0455623363,43750,Cwm4YfGDTsD6NLvCXeMe5MmjXH1Q3DdrCNXdzhDvYJW1
7VmHGvC9zEAZMUr7UKPtwLzvx5YKKMZ9AQm3KyW8KqaU,278.678008,3768.29988,Token SRMK,0.0454984495,43750,DzGVaUWydRNK3ZLAKXFqGQ1qG1VYzSkE9UWBPqe8bUb4
4xq9YZoWbBBNwk2X35Hta7xMUoEMyXpJ1PedBtuaKZzz,278.538414,34818.28700673,Token UST3,0.0090951320,218750,HDQSo6mPjQmT1MPDavGd6nWvV9kU7hWGj955RqpjcTAx
BEDQdVwc57YHR72CqHyUWrkaU8gxNynPoXASpyjnxNie,278.47897,34810.855139736,Token UST3,0.0090931907,218750,pahskZ3bHbsjjQGuKvVRd4PgTQyBGnR2no7wvEZ3zZQ
FmoogrVDnqdt8tgci9ppdkVaZQhPNVRNNr1PZaEpLjpa,278.396874,34800.592964224,Token UST3,0.0090905100,218750,82vH7GDWNSviWDc9uF8gYxs4srgY9M1xnLTmv8pGmpWu
